Producto,Variedad,Precio Min.,Precio Max.,Precio Prom.,Fecha
HORTALIZAS CHINAS,PACCHOY,5.83,7.5,6.46,03/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),6.0,7.0,6.63,03/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,03/01/2025
HORTALIZAS CHINAS,BROCOLI,2.0,2.5,2.25,03/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),1.74,2.17,1.96,03/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,03/01/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.0,3.33,3.17,03/01/2025
LECHUGA,LECHUGA SERRANA SEDA,2.67,3.33,3.08,03/01/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.33,1.67,1.54,03/01/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,03/01/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,03/01/2025
LIMON,LIMON CITRICO CAJON,1.96,2.61,2.28,03/01/2025
LIMON,LIMON CITRICO BOLSA,1.78,2.44,2.11,03/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,2.0,2.3,2.2,03/01/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,03/01/2025
NABO,NABO (CRIOLLO/SERRANO),2.5,3.0,2.75,03/01/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,03/01/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,03/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.5,3.0,2.73,03/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.1,2.5,2.28,03/01/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,1.8,2.2,1.98,03/01/2025
PAPA,PAPA AMARILLA,1.9,2.0,1.98,03/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.8,1.0,0.9,03/01/2025
PAPA,PAPA COLOR/VALLE/OTROS,0.5,0.6,0.57,03/01/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2.0,2.2,2.1,03/01/2025
PAPA,PAPA HUAMANTANGA,1.8,2.0,1.93,03/01/2025
PAPA,PAPA NEGRA ANDINA,1.0,1.2,1.11,03/01/2025
PAPA,PAPA PERUANITA (INJERTO),1.8,2.0,1.95,03/01/2025
PAPA,PAPA YUNGAY,0.8,1.0,0.9,03/01/2025
PAPA,PAPA UNICA,0.45,0.6,0.55,03/01/2025
PAPA,PAPA CANCHAN,0.5,0.7,0.58,03/01/2025
PEPINILLO,PEPINILLO,1.5,1.83,1.63,03/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.5,2.0,1.75,03/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,3.06,3.33,3.24,03/01/2025
PORO,PORO (CRIOLLO/SERRANO),0.88,1.15,1.01,03/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),2.67,4.0,3.33,03/01/2025
TOMATE,TOMATE CHERRY,4.0,5.0,4.43,03/01/2025
TOMATE,TOMATE ORGANICO,3.0,3.0,3.0,03/01/2025
TOMATE,TOMATE KATIA,2.5,2.95,2.78,03/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,2.5,3.5,3.13,03/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.3,2.6,2.45,03/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.64,0.73,0.69,03/01/2025
ZAPALLO,ZAPALLO ITALIANO,1.0,1.33,1.15,03/01/2025
ZAPALLO,ZAPALLO LOCHE,6.67,9.33,8.17,03/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.0,1.3,1.2,03/01/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,03/01/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,03/01/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,03/01/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,03/01/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,03/01/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,03/01/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,03/01/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,03/01/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,03/01/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,03/01/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,03/01/2025
OTROS PROD.AGRIC.,YACON,2.5,2.5,2.5,03/01/2025
OTROS PROD.AGRIC.,AGUAYMANTO,5.5,6.5,6.0,03/01/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.0,5.0,4.75,03/01/2025
OTROS PROD.AGRIC.,ACEITUNA,18.0,24.0,21.0,03/01/2025
CARAMBOLA,CARAMBOLA,2.5,2.5,2.5,03/01/2025
DURAZNO,DURAZNO,3.5,4.0,3.75,03/01/2025
FRESA,FRESA ROJA,2.5,3.0,2.75,03/01/2025
GRANADILLA,GRANADILLA (SELVA),4.0,5.0,4.63,03/01/2025
PEPINO,PEPINO RAYADO O MELON,2.0,2.2,2.08,03/01/2025
PERA,PERA DE AGUA,6.0,7.0,6.38,03/01/2025
PLATANOS,PLATANOS SEDA,2.5,2.5,2.5,03/01/2025
PLATANOS,PLATANOS ISLA,3.0,3.0,3.0,03/01/2025
PLATANOS,PLATANOS BISCOCHITO,2.5,2.5,2.5,03/01/2025
PLATANOS,PLATANOS BELLACO,4.0,4.5,4.33,03/01/2025
PLATANOS,PLATANOS PALILLO,3.5,3.5,3.5,03/01/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.38,03/01/2025
UVA,UVA ITALIA,5.0,6.0,5.63,03/01/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),2.5,2.5,2.5,03/01/2025
MANGO,MANGO HADEN/HAYDE,2.5,2.5,2.5,03/01/2025
MANGO,MANGO KENT(COSTA),2.5,2.6,2.53,03/01/2025
MANGO,MANGO EDWARD PLANTA,2.5,2.5,2.5,03/01/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),3.0,3.5,3.33,03/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.5,2.3,03/01/2025
MANZANA,MANZANA ISRAEL,3.3,3.5,3.45,03/01/2025
MANZANA,MANZANA CHILENA ROJA,7.5,9.0,8.25,03/01/2025
MANZANA,MANZANA CHILENA VERDE,7.0,9.0,7.88,03/01/2025
MANZANA,MANZANA CHILENA FUJI,7.5,9.0,8.17,03/01/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.13,03/01/2025
MANZANA,MANZANA GOLDEN,3.5,4.5,3.88,03/01/2025
MARACUYA,MARACUYA (COSTA),3.3,3.8,3.55,03/01/2025
TUNA,TUNA HUAROCHIRI,4.0,5.0,4.63,03/01/2025
SANDIA,SANDIA,1.3,1.5,1.4,03/01/2025
COCONA,COCONA SELVA,2.5,2.5,2.5,03/01/2025
NARANJA,NARANJA VALENCIA (SELVA),1.23,1.45,1.33,03/01/2025
NARANJA,NARANJA HUANDO,5.0,6.0,5.5,03/01/2025
PI?A,PI?A HAWAYANA,2.3,2.5,2.4,03/01/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,03/01/2025
PALTA,PALTA FUERTE (COSTA),5.0,7.0,5.88,03/01/2025
PAPAYA,PAPAYA SELVA,1.25,1.38,1.28,03/01/2025
MELOCOTON,MELOCOTON,6.0,8.0,6.75,03/01/2025
MEMBRILLO,MEMBRILLO,3.5,4.5,4.0,03/01/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,5.5,7.0,6.13,03/01/2025
OTRAS FRUTAS,GRANADA (COSTA),5.0,6.0,5.5,03/01/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),1.8,2.0,1.9,03/01/2025
OTRAS FRUTAS,LUCUMA,6.0,7.0,6.5,03/01/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,03/01/2025
OTRAS FRUTAS,PITAHAYA,6.0,9.0,7.5,03/01/2025
OTRAS FRUTAS,PACAY,5.0,7.0,6.0,03/01/2025
OTRAS FRUTAS,ARANDANOS,8.0,10.0,9.0,03/01/2025
COCO,COCO(COSTA/SELVA),1.67,1.67,1.67,03/01/2025
CHIRIMOYA,CHIRIMOYA CUMBE,6.0,7.0,6.5,03/01/2025
MANDARINA,MANDARINA,4.3,4.8,4.53,03/01/2025
MELON,MELON,2.5,2.8,2.6,03/01/2025
GUANABANA,GUANABANA,6.0,7.0,6.5,03/01/2025
ACELGA,ACELGA,3.2,4.0,3.68,04/01/2025
AJI,AJI AMARILLO SECO,15.0,16.0,15.63,04/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.2,3.5,3.38,04/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),4.0,5.0,4.5,04/01/2025
AJI,AJI SECO PANCA,14.5,16.0,15.38,04/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),1.67,2.22,1.99,04/01/2025
AJI,AJI PAPRIKA,13.0,15.0,14.0,04/01/2025
AJO,AJO PELADO,7.5,8.0,7.75,04/01/2025
AJO,AJO CRIOLLO O NAPURI,8.0,9.0,8.63,04/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,10.0,11.0,10.63,04/01/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.16,04/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,6.0,7.0,6.38,04/01/2025
APIO,APIO,2.33,3.33,2.83,04/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),5.0,6.0,5.45,04/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,4.5,5.3,4.83,04/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),4.0,5.6,4.8,04/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),1.33,2.0,1.6,04/01/2025
CAIGUA,CAIGUA (SELVA),2.0,2.33,2.22,04/01/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.25,1.75,1.5,04/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.7,0.8,0.75,04/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.5,1.8,1.63,04/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,0.8,1.0,0.93,04/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,0.7,1.1,0.9,04/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),1.3,1.5,1.45,04/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.86,1.0,0.92,04/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),0.71,0.86,0.79,04/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),3.33,4.0,3.5,04/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,2.86,3.1,2.98,04/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,6.75,04/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.5,3.0,2.75,04/01/2025
FREJOL,FREJOL VERDE CANARIO,2.0,2.4,2.23,04/01/2025
HABA,HABA VERDE SERRANA,0.7,1.0,0.9,04/01/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.18,1.41,1.24,04/01/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,9.0,11.0,9.75,04/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,2.5,3.33,3.02,04/01/2025
HORTALIZAS CHINAS,PACCHOY,5.83,7.5,6.46,04/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),6.0,7.0,6.63,04/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,04/01/2025
HORTALIZAS CHINAS,BROCOLI,2.0,2.5,2.25,04/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),1.74,2.17,1.96,04/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,04/01/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.0,3.33,3.17,04/01/2025
LECHUGA,LECHUGA SERRANA SEDA,2.67,3.33,3.08,04/01/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.33,1.67,1.54,04/01/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,04/01/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,04/01/2025
LIMON,LIMON CITRICO CAJON,2.17,2.83,2.53,04/01/2025
LIMON,LIMON CITRICO BOLSA,2.0,2.67,2.33,04/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,2.0,2.3,2.15,04/01/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,04/01/2025
NABO,NABO (CRIOLLO/SERRANO),2.5,3.0,2.75,04/01/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,04/01/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,04/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.5,3.0,2.73,04/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.1,2.5,2.28,04/01/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,1.8,2.2,2.0,04/01/2025
PAPA,PAPA AMARILLA,1.8,2.0,1.93,04/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.8,1.0,0.9,04/01/2025
PAPA,PAPA COLOR/VALLE/OTROS,0.55,0.65,0.6,04/01/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2.0,2.2,2.08,04/01/2025
PAPA,PAPA HUAMANTANGA,1.8,2.0,1.9,04/01/2025
PAPA,PAPA NEGRA ANDINA,1.0,1.2,1.11,04/01/2025
PAPA,PAPA PERUANITA (INJERTO),1.8,2.0,1.93,04/01/2025
PAPA,PAPA YUNGAY,0.8,1.0,0.9,04/01/2025
PAPA,PAPA UNICA,0.55,0.8,0.66,04/01/2025
PAPA,PAPA CANCHAN,0.5,0.7,0.59,04/01/2025
PEPINILLO,PEPINILLO,1.5,1.83,1.63,04/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.5,2.0,1.7,04/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,2.78,3.33,3.03,04/01/2025
PORO,PORO (CRIOLLO/SERRANO),0.88,1.15,1.01,04/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),2.67,4.0,3.33,04/01/2025
TOMATE,TOMATE CHERRY,4.0,5.0,4.43,04/01/2025
TOMATE,TOMATE ORGANICO,3.0,3.0,3.0,04/01/2025
TOMATE,TOMATE KATIA,2.5,2.95,2.76,04/01/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,3.8,4.5,4.15,04/01/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),2.3,2.6,2.45,04/01/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),0.64,0.82,0.75,04/01/2025
ZAPALLO,ZAPALLO ITALIANO,1.0,1.33,1.19,04/01/2025
ZAPALLO,ZAPALLO LOCHE,6.67,9.33,8.17,04/01/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),1.0,1.3,1.2,04/01/2025
OTROS PROD.AGRIC.,AJONJOLI,10.0,12.0,11.0,04/01/2025
OTROS PROD.AGRIC.,ACHIOTE,10.0,12.0,11.33,04/01/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1.5,1.67,1.56,04/01/2025
OTROS PROD.AGRIC.,MANZANILLA,4.0,6.0,4.93,04/01/2025
OTROS PROD.AGRIC.,ANIS FRESCO/VERDE (CRIOLLA/SERRANA),7.5,7.5,7.5,04/01/2025
OTROS PROD.AGRIC.,ROMERO,9.0,10.0,9.67,04/01/2025
OTROS PROD.AGRIC.,TORONJIL,5.0,6.0,5.33,04/01/2025
OTROS PROD.AGRIC.,MENTA,7.5,7.5,7.5,04/01/2025
OTROS PROD.AGRIC.,HINOJO SIN FRUTO,2.86,2.86,2.86,04/01/2025
OTROS PROD.AGRIC.,CEDRON,7.0,7.5,7.33,04/01/2025
OTROS PROD.AGRIC.,ALFALFA,1.12,1.32,1.21,04/01/2025
OTROS PROD.AGRIC.,YACON,2.5,2.5,2.5,04/01/2025
OTROS PROD.AGRIC.,AGUAYMANTO,5.5,6.5,6.0,04/01/2025
OTROS PROD.AGRIC.,CHAMPI?ONES,4.0,5.0,4.75,04/01/2025
OTROS PROD.AGRIC.,ACEITUNA,18.0,24.0,21.0,04/01/2025
CARAMBOLA,CARAMBOLA,2.5,2.5,2.5,04/01/2025
DURAZNO,DURAZNO,3.5,4.0,3.63,04/01/2025
FRESA,FRESA ROJA,2.5,3.0,2.75,04/01/2025
GRANADILLA,GRANADILLA (SELVA),4.0,5.0,4.63,04/01/2025
PEPINO,PEPINO RAYADO O MELON,2.0,2.2,2.08,04/01/2025
PERA,PERA DE AGUA,6.0,7.0,6.38,04/01/2025
PLATANOS,PLATANOS SEDA,2.5,2.5,2.5,04/01/2025
PLATANOS,PLATANOS ISLA,2.8,3.0,2.95,04/01/2025
PLATANOS,PLATANOS BISCOCHITO,2.5,2.5,2.5,04/01/2025
PLATANOS,PLATANOS BELLACO,4.0,4.5,4.33,04/01/2025
PLATANOS,PLATANOS PALILLO,3.5,3.5,3.5,04/01/2025
UVA,UVA BORGO?A NEGRA,5.0,6.0,5.38,04/01/2025
UVA,UVA ITALIA,5.0,6.0,5.63,04/01/2025
MANGO,MANGO CRIOLLO PLANTA(COSTA),2.5,3.0,2.75,04/01/2025
MANGO,MANGO HADEN/HAYDE,2.5,2.5,2.5,04/01/2025
MANGO,MANGO KENT(COSTA),2.5,2.6,2.53,04/01/2025
MANGO,MANGO EDWARD PLANTA,2.5,2.5,2.5,04/01/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),3.0,3.5,3.33,04/01/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,2.0,2.3,2.1,04/01/2025
MANZANA,MANZANA ISRAEL,3.3,3.5,3.45,04/01/2025
MANZANA,MANZANA CHILENA ROJA,7.5,9.0,8.25,04/01/2025
MANZANA,MANZANA CHILENA VERDE,7.0,9.0,7.88,04/01/2025
MANZANA,MANZANA CHILENA FUJI,7.5,9.0,8.17,04/01/2025
MANZANA,MANZANA CHILENA ROYAL,7.5,9.0,8.13,04/01/2025
MANZANA,MANZANA GOLDEN,3.5,4.5,3.88,04/01/2025
MARACUYA,MARACUYA (COSTA),3.2,3.5,3.38,04/01/2025
TUNA,TUNA HUAROCHIRI,4.0,5.0,4.63,04/01/2025
SANDIA,SANDIA,1.4,1.5,1.45,04/01/2025
COCONA,COCONA SELVA,2.5,2.5,2.5,04/01/2025
NARANJA,NARANJA VALENCIA (SELVA),1.23,1.45,1.33,04/01/2025
NARANJA,NARANJA HUANDO,5.0,6.0,5.5,04/01/2025
PI?A,PI?A HAWAYANA,2.3,2.5,2.4,04/01/2025
PI?A,PI?A GOLDEN,1.94,2.22,2.07,04/01/2025
PALTA,PALTA FUERTE (COSTA),5.0,7.0,5.88,04/01/2025
PAPAYA,PAPAYA SELVA,1.25,1.38,1.28,04/01/2025
MELOCOTON,MELOCOTON,6.0,8.0,6.75,04/01/2025
MEMBRILLO,MEMBRILLO,3.5,4.5,4.0,04/01/2025
OTRAS FRUTAS,TAMARINDO(CON CASCARA)COSTA,5.5,7.0,6.13,04/01/2025
OTRAS FRUTAS,GRANADA (COSTA),5.0,6.0,5.5,04/01/2025
OTRAS FRUTAS,LIMA DULCE (COSTA),1.8,2.0,1.9,04/01/2025
OTRAS FRUTAS,LUCUMA,6.0,7.0,6.5,04/01/2025
OTRAS FRUTAS,CIRUELA,4.0,5.0,4.67,04/01/2025
OTRAS FRUTAS,PITAHAYA,6.0,9.0,7.5,04/01/2025
OTRAS FRUTAS,PACAY,5.0,7.0,6.0,04/01/2025
OTRAS FRUTAS,ARANDANOS,8.0,10.0,9.0,04/01/2025
COCO,COCO(COSTA/SELVA),1.67,1.67,1.67,04/01/2025
CHIRIMOYA,CHIRIMOYA CUMBE,6.0,7.0,6.5,04/01/2025
MANDARINA,MANDARINA,4.3,4.8,4.53,04/01/2025
MELON,MELON,2.5,2.8,2.6,04/01/2025
GUANABANA,GUANABANA,6.0,7.0,6.5,04/01/2025
ACELGA,ACELGA,3.2,4.0,3.68,05/01/2025
AJI,AJI AMARILLO SECO,15.0,16.0,15.63,05/01/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3.2,3.5,3.38,05/01/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),4.0,5.0,4.5,05/01/2025
AJI,AJI SECO PANCA,14.5,16.0,15.38,05/01/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),1.67,2.22,1.99,05/01/2025
AJI,AJI PAPRIKA,13.0,15.0,14.0,05/01/2025
AJO,AJO PELADO,7.5,8.0,7.75,05/01/2025
AJO,AJO CRIOLLO O NAPURI,8.0,9.0,8.63,05/01/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,10.0,11.0,10.63,05/01/2025
ALBAHACA,ALBAHACA,3.85,4.62,4.16,05/01/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,6.0,7.0,6.38,05/01/2025
APIO,APIO,2.33,3.33,2.83,05/01/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),5.0,6.0,5.45,05/01/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,4.5,5.3,4.83,05/01/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),4.0,5.6,4.8,05/01/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),1.33,2.0,1.6,05/01/2025
CAIGUA,CAIGUA (SELVA),2.0,2.33,2.22,05/01/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),1.25,1.75,1.5,05/01/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,0.7,0.8,0.75,05/01/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,1.5,1.8,1.63,05/01/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,0.8,1.0,0.93,05/01/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,0.7,1.1,0.9,05/01/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),1.3,1.5,1.45,05/01/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.86,1.0,0.92,05/01/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),0.71,0.86,0.79,05/01/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),3.33,4.0,3.5,05/01/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,2.86,3.1,2.98,05/01/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,6.0,8.0,6.75,05/01/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),2.5,3.0,2.75,05/01/2025
FREJOL,FREJOL VERDE CANARIO,2.0,2.4,2.23,05/01/2025
HABA,HABA VERDE SERRANA,0.7,1.0,0.9,05/01/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),1.18,1.41,1.24,05/01/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,9.0,11.0,9.75,05/01/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,2.5,3.33,3.02,05/01/2025
HORTALIZAS CHINAS,PACCHOY,5.83,7.5,6.46,05/01/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),6.0,7.0,6.63,05/01/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,2.5,2.5,2.5,05/01/2025
HORTALIZAS CHINAS,BROCOLI,2.0,2.5,2.25,05/01/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),1.74,2.17,1.96,05/01/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.67,2.0,1.79,05/01/2025
LECHUGA,LECHUGA CRIOLLA SEDA,3.0,3.33,3.17,05/01/2025
LECHUGA,LECHUGA SERRANA SEDA,2.67,3.33,3.08,05/01/2025
LECHUGA,LECHUGA ROMANA/HIDROF./BLANCA/ROJA/ORG,1.33,1.67,1.54,05/01/2025
LENTEJA,LENTEJA-VERDE/CORRIENTE,2.5,3.0,2.83,05/01/2025
LENTEJA,LENTEJA-VERDE BOCONA/SARANDAJA,3.0,3.0,3.0,05/01/2025
LIMON,LIMON CITRICO CAJON,2.17,2.83,2.53,05/01/2025
LIMON,LIMON CITRICO BOLSA,2.0,2.67,2.33,05/01/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,2.0,2.3,2.15,05/01/2025
MAIZ,MARLO/CORONTA DE MAIZ MORADO,10.0,12.0,11.25,05/01/2025
NABO,NABO (CRIOLLO/SERRANO),2.5,3.0,2.75,05/01/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),10.0,10.0,10.0,05/01/2025
OREGANO,OREGANO SECO,11.0,14.0,12.5,05/01/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),2.5,3.0,2.73,05/01/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),2.1,2.5,2.28,05/01/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,1.8,2.2,2.0,05/01/2025
PAPA,PAPA AMARILLA,1.8,2.0,1.93,05/01/2025
PAPA,PAPA BLANCA/VALLE/OTROS,0.8,1.0,0.9,05/01/2025
PAPA,PAPA COLOR/VALLE/OTROS,0.55,0.65,0.6,05/01/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2.0,2.2,2.08,05/01/2025
PAPA,PAPA HUAMANTANGA,1.8,2.0,1.9,05/01/2025
PAPA,PAPA NEGRA ANDINA,1.0,1.2,1.11,05/01/2025
PAPA,PAPA PERUANITA (INJERTO),1.8,2.0,1.93,05/01/2025
PAPA,PAPA YUNGAY,0.8,1.0,0.9,05/01/2025
PAPA,PAPA UNICA,0.55,0.8,0.66,05/01/2025
PAPA,PAPA CANCHAN,0.5,0.7,0.59,05/01/2025
PEPINILLO,PEPINILLO,1.5,1.83,1.63,05/01/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.5,2.0,1.7,05/01/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,2.78,3.33,3.03,05/01/2025
PORO,PORO (CRIOLLO/SERRANO),0.88,1.15,1.01,05/01/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),2.67,4.0,3.33,05/01/2025
TOMATE,TOMATE CHERRY,4.0,5.0,4.43,05/01/2025
