Producto,Variedad,Volumen (TM),Fecha
HABA,HABA VERDE SERRANA,72,26/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),5,26/11/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,3,26/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,6,26/11/2025
HORTALIZAS CHINAS,PACCHOY,2,26/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),40,26/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,16,26/11/2025
HORTALIZAS CHINAS,BROCOLI,66,26/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),7,26/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),142,26/11/2025
LIMON,LIMON CITRICO BOLSA,5,26/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,96,26/11/2025
NABO,NABO (CRIOLLO/SERRANO),18,26/11/2025
OREGANO,OREGANO (CRIOLLO/SERRANO),5,26/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),27,26/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),86,26/11/2025
PAPA,PAPA AMARILLA,77,26/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1164,26/11/2025
PAPA,PAPA UNICA,137,26/11/2025
PAPA,PAPA CANCHAN,78,26/11/2025
PEPINILLO,PEPINILLO,201,26/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),23,26/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,36,26/11/2025
PORO,PORO (CRIOLLO/SERRANO),35,26/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),13,26/11/2025
TOMATE,TOMATE ORGANICO,99,26/11/2025
TOMATE,TOMATE KATIA,207,26/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,62,26/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),94,26/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),327,26/11/2025
ZAPALLO,ZAPALLO ITALIANO,17,26/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),171,26/11/2025
OTROS PROD.AGRIC.,ALFALFA,41,26/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,15,26/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,26/11/2025
FRESA,FRESA ROJA,2,26/11/2025
GRANADILLA,GRANADILLA (SELVA),4,26/11/2025
PLATANOS,PLATANOS SEDA,20,26/11/2025
PLATANOS,PLATANOS BELLACO,1,26/11/2025
MANGO,MANGO KENT(COSTA),1,26/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,14,26/11/2025
MARACUYA,MARACUYA (COSTA),93,26/11/2025
SANDIA,SANDIA,55,26/11/2025
NARANJA,NARANJA VALENCIA (SELVA),5,26/11/2025
NARANJA,NARANJA TANGELO (SELVA),3,26/11/2025
PIÑA,PIÑA HAWAYANA,3,26/11/2025
PIÑA,PIÑA GOLDEN,6,26/11/2025
PALTA,PALTA FUERTE (COSTA),19,26/11/2025
PAPAYA,PAPAYA SELVA,6,26/11/2025
MEMBRILLO,MEMBRILLO,1,26/11/2025
ACELGA,ACELGA,1,27/11/2025
AJI,AJI AMARILLO SECO,28,27/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,69,27/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),3,27/11/2025
AJI,AJI SECO PANCA,6,27/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),181,27/11/2025
AJO,AJO PELADO,18,27/11/2025
AJO,AJO CRIOLLO O NAPURI,89,27/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,118,27/11/2025
ALBAHACA,ALBAHACA,25,27/11/2025
APIO,APIO,124,27/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),85,27/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,24,27/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),79,27/11/2025
CAIGUA,CAIGUA (SELVA),9,27/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,435,27/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,17,27/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1154,27/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),27,27/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),34,27/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),29,27/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),21,27/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,522,27/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,27/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),111,27/11/2025
FREJOL,FREJOL VERDE CANARIO,7,27/11/2025
HABA,HABA VERDE SERRANA,94,27/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),7,27/11/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,2,27/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,12,27/11/2025
HORTALIZAS CHINAS,PACCHOY,2,27/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),117,27/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,27/11/2025
HORTALIZAS CHINAS,BROCOLI,41,27/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),10,27/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),168,27/11/2025
LIMON,LIMON CITRICO BOLSA,902,27/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,124,27/11/2025
NABO,NABO (CRIOLLO/SERRANO),23,27/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),97,27/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),23,27/11/2025
PAPA,PAPA AMARILLA,237,27/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1608,27/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,9,27/11/2025
PAPA,PAPA YUNGAY,23,27/11/2025
PAPA,PAPA UNICA,21,27/11/2025
PAPA,PAPA CANCHAN,301,27/11/2025
PEPINILLO,PEPINILLO,180,27/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),28,27/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,105,27/11/2025
PORO,PORO (CRIOLLO/SERRANO),44,27/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),5,27/11/2025
TOMATE,TOMATE CHERRY,13,27/11/2025
TOMATE,TOMATE ORGANICO,129,27/11/2025
TOMATE,TOMATE KATIA,292,27/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,95,27/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),167,27/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),435,27/11/2025
ZAPALLO,ZAPALLO ITALIANO,27,27/11/2025
ZAPALLO,ZAPALLO LOCHE,13,27/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),81,27/11/2025
OTROS PROD.AGRIC.,MANZANILLA,2,27/11/2025
OTROS PROD.AGRIC.,ALFALFA,42,27/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,11,27/11/2025
CARAMBOLA,CARAMBOLA,2,27/11/2025
DURAZNO,DURAZNO,1,27/11/2025
GRANADILLA,GRANADILLA (SELVA),10,27/11/2025
PEPINO,PEPINO RAYADO O MELON,19,27/11/2025
PLATANOS,PLATANOS SEDA,11,27/11/2025
PLATANOS,PLATANOS ISLA,20,27/11/2025
PLATANOS,PLATANOS BISCOCHITO,1,27/11/2025
PLATANOS,PLATANOS BELLACO,57,27/11/2025
PLATANOS,PLATANOS PALILLO,21,27/11/2025
MANGO,MANGO EDWARD PLANTA,2,27/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),2,27/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,49,27/11/2025
MARACUYA,MARACUYA (COSTA),152,27/11/2025
SANDIA,SANDIA,5,27/11/2025
NARANJA,NARANJA VALENCIA (SELVA),3,27/11/2025
NARANJA,NARANJA TANGELO (SELVA),5,27/11/2025
PIÑA,PIÑA GOLDEN,21,27/11/2025
PALTA,PALTA HALL (COSTA),9,27/11/2025
PALTA,PALTA FUERTE (COSTA),34,27/11/2025
PAPAYA,PAPAYA SELVA,3,27/11/2025
MANDARINA,MANDARINA,4,27/11/2025
AJI,AJI AMARILLO SECO,31,28/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,68,28/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),9,28/11/2025
AJI,AJI SECO PANCA,4,28/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),160,28/11/2025
AJO,AJO PELADO,31,28/11/2025
AJO,AJO CRIOLLO O NAPURI,186,28/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,18,28/11/2025
ALBAHACA,ALBAHACA,24,28/11/2025
ALCACHOFA,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3,28/11/2025
APIO,APIO,130,28/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),78,28/11/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,42,28/11/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),5,28/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),86,28/11/2025
CAIGUA,CAIGUA (SELVA),15,28/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,390,28/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,34,28/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,55,28/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),31,28/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),32,28/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),17,28/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),20,28/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,360,28/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,28/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),128,28/11/2025
HABA,HABA VERDE SERRANA,98,28/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),15,28/11/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,4,28/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,14,28/11/2025
HORTALIZAS CHINAS,PACCHOY,3,28/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),34,28/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,18,28/11/2025
HORTALIZAS CHINAS,BROCOLI,51,28/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),7,28/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),149,28/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,39,28/11/2025
LIMON,LIMON CITRICO BOLSA,539,28/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,143,28/11/2025
NABO,NABO (CRIOLLO/SERRANO),19,28/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),97,28/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),72,28/11/2025
PAPA,PAPA AMARILLA,176,28/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1967,28/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,20,28/11/2025
PAPA,PAPA PERUANITA (INJERTO),16,28/11/2025
PAPA,PAPA YUNGAY,16,28/11/2025
PAPA,PAPA UNICA,110,28/11/2025
PAPA,PAPA CANCHAN,62,28/11/2025
PEPINILLO,PEPINILLO,167,28/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),31,28/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,86,28/11/2025
PORO,PORO (CRIOLLO/SERRANO),16,28/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),14,28/11/2025
TOMATE,TOMATE ORGANICO,44,28/11/2025
TOMATE,TOMATE KATIA,313,28/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,87,28/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),175,28/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),355,28/11/2025
ZAPALLO,ZAPALLO ITALIANO,34,28/11/2025
ZAPALLO,ZAPALLO LOCHE,3,28/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),137,28/11/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,28/11/2025
OTROS PROD.AGRIC.,MANZANILLA,2,28/11/2025
OTROS PROD.AGRIC.,ALFALFA,42,28/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,22,28/11/2025
OTROS PROD.AGRIC.,ACEITUNA,1,28/11/2025
CARAMBOLA,CARAMBOLA,3,28/11/2025
FRESA,FRESA ROJA,1,28/11/2025
GRANADILLA,GRANADILLA (SELVA),1,28/11/2025
PEPINO,PEPINO RAYADO O MELON,26,28/11/2025
PLATANOS,PLATANOS SEDA,13,28/11/2025
PLATANOS,PLATANOS BISCOCHITO,1,28/11/2025
PLATANOS,PLATANOS BELLACO,67,28/11/2025
MANGO,MANGO EDWARD PLANTA,3,28/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),17,28/11/2025
MANZANA,MANZANA DELICIA(SELVA),1,28/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,49,28/11/2025
MARACUYA,MARACUYA (COSTA),97,28/11/2025
NARANJA,NARANJA VALENCIA (SELVA),3,28/11/2025
PIÑA,PIÑA HAWAYANA,5,28/11/2025
PIÑA,PIÑA GOLDEN,39,28/11/2025
PALTA,PALTA HALL (COSTA),1,28/11/2025
PALTA,PALTA FUERTE (COSTA),6,28/11/2025
PAPAYA,PAPAYA SELVA,5,28/11/2025
MEMBRILLO,MEMBRILLO,2,28/11/2025
OTRAS FRUTAS,ARANDANOS,0,28/11/2025
MANDARINA,MANDARINA,23,28/11/2025
ACELGA,ACELGA,2,29/11/2025
AJI,AJI AMARILLO SECO,11,29/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,109,29/11/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),3,29/11/2025
AJI,AJI SECO PANCA,3,29/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),111,29/11/2025
AJO,AJO PELADO,31,29/11/2025
AJO,AJO CRIOLLO O NAPURI,52,29/11/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,11,29/11/2025
ALBAHACA,ALBAHACA,15,29/11/2025
APIO,APIO,145,29/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),102,29/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),122,29/11/2025
CAIGUA,CAIGUA (SELVA),33,29/11/2025
CALABAZA,CALABAZA (CRIOLLA/SERRANA),2,29/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,347,29/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,15,29/11/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,27,29/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,326,29/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),23,29/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),64,29/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),64,29/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),23,29/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,407,29/11/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,29/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),147,29/11/2025
FREJOL,FREJOL VERDE CANARIO,34,29/11/2025
HABA,HABA VERDE SERRANA,109,29/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),9,29/11/2025
HORTALIZAS CHINAS,JOLANTAU/ORGANICA,1,29/11/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,14,29/11/2025
HORTALIZAS CHINAS,PACCHOY,2,29/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),54,29/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,20,29/11/2025
HORTALIZAS CHINAS,BROCOLI,33,29/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),20,29/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),192,29/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,7,29/11/2025
LIMON,LIMON CITRICO CAJON,470,29/11/2025
LIMON,LIMON CITRICO BOLSA,299,29/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,107,29/11/2025
NABO,NABO (CRIOLLO/SERRANO),23,29/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),63,29/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),62,29/11/2025
PAPA,PAPA AMARILLA,131,29/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1999,29/11/2025
PAPA,PAPA COLOR/VALLE/OTROS,25,29/11/2025
PAPA,PAPA PERUANITA (INJERTO),15,29/11/2025
PAPA,PAPA YUNGAY,75,29/11/2025
PAPA,PAPA UNICA,328,29/11/2025
PAPA,PAPA CANCHAN,17,29/11/2025
PEPINILLO,PEPINILLO,237,29/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),31,29/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,122,29/11/2025
PORO,PORO (CRIOLLO/SERRANO),41,29/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),4,29/11/2025
TOMATE,TOMATE KATIA,336,29/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,83,29/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),190,29/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),444,29/11/2025
ZAPALLO,ZAPALLO ITALIANO,11,29/11/2025
ZAPALLO,ZAPALLO LOCHE,10,29/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),154,29/11/2025
OTROS PROD.AGRIC.,ALFALFA,48,29/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,12,29/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,2,29/11/2025
FRESA,FRESA ROJA,2,29/11/2025
PEPINO,PEPINO RAYADO O MELON,9,29/11/2025
PLATANOS,PLATANOS SEDA,26,29/11/2025
PLATANOS,PLATANOS BELLACO,3,29/11/2025
MANGO,MANGO EDWARD PLANTA,2,29/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),7,29/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,43,29/11/2025
MARACUYA,MARACUYA (COSTA),149,29/11/2025
NARANJA,NARANJA VALENCIA (SELVA),10,29/11/2025
NARANJA,NARANJA TANGELO (SELVA),2,29/11/2025
PIÑA,PIÑA HAWAYANA,2,29/11/2025
PIÑA,PIÑA GOLDEN,23,29/11/2025
PALTA,PALTA FUERTE (COSTA),18,29/11/2025
PAPAYA,PAPAYA SELVA,14,29/11/2025
MANDARINA,MANDARINA,21,29/11/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,25,30/11/2025
AJI,AJI SECO PANCA,24,30/11/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),60,30/11/2025
AJO,AJO PELADO,10,30/11/2025
AJO,AJO CRIOLLO O NAPURI,142,30/11/2025
ALBAHACA,ALBAHACA,16,30/11/2025
APIO,APIO,54,30/11/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),119,30/11/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),34,30/11/2025
CAIGUA,CAIGUA (SELVA),1,30/11/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,412,30/11/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,6,30/11/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1347,30/11/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),24,30/11/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),20,30/11/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),16,30/11/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),21,30/11/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,418,30/11/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),140,30/11/2025
HABA,HABA VERDE SERRANA,102,30/11/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),4,30/11/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),58,30/11/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,30/11/2025
HORTALIZAS CHINAS,BROCOLI,46,30/11/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),7,30/11/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),136,30/11/2025
LECHUGA,LECHUGA CRIOLLA SEDA,15,30/11/2025
LIMON,LIMON CITRICO CAJON,187,30/11/2025
LIMON,LIMON CITRICO BOLSA,51,30/11/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,45,30/11/2025
NABO,NABO (CRIOLLO/SERRANO),18,30/11/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),51,30/11/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),17,30/11/2025
PAPA,PAPA AMARILLA,119,30/11/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1410,30/11/2025
PAPA,PAPA YUNGAY,100,30/11/2025
PAPA,PAPA UNICA,132,30/11/2025
PAPA,PAPA CANCHAN,17,30/11/2025
PEPINILLO,PEPINILLO,65,30/11/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),29,30/11/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,6,30/11/2025
PORO,PORO (CRIOLLO/SERRANO),9,30/11/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),7,30/11/2025
TOMATE,TOMATE KATIA,293,30/11/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,52,30/11/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),164,30/11/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),353,30/11/2025
ZAPALLO,ZAPALLO ITALIANO,6,30/11/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),107,30/11/2025
OTROS PROD.AGRIC.,ALFALFA,39,30/11/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,13,30/11/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,30/11/2025
PEPINO,PEPINO RAYADO O MELON,0,30/11/2025
PLATANOS,PLATANOS SEDA,26,30/11/2025
PLATANOS,PLATANOS ISLA,6,30/11/2025
PLATANOS,PLATANOS BELLACO,17,30/11/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),29,30/11/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,37,30/11/2025
MARACUYA,MARACUYA (COSTA),48,30/11/2025
NARANJA,NARANJA VALENCIA (SELVA),5,30/11/2025
PIÑA,PIÑA HAWAYANA,3,30/11/2025
PIÑA,PIÑA GOLDEN,6,30/11/2025
PALTA,PALTA HALL (COSTA),3,30/11/2025
PALTA,PALTA FUERTE (COSTA),9,30/11/2025
PAPAYA,PAPAYA SELVA,5,30/11/2025
AJI,AJI AMARILLO SECO,52,01/12/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,69,01/12/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,01/12/2025
AJI,AJI SECO PANCA,23,01/12/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),203,01/12/2025
AJO,AJO PELADO,18,01/12/2025
AJO,AJO CRIOLLO O NAPURI,59,01/12/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,72,01/12/2025
ALBAHACA,ALBAHACA,9,01/12/2025
APIO,APIO,97,01/12/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),45,01/12/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,8,01/12/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),67,01/12/2025
CAIGUA,CAIGUA (SELVA),6,01/12/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,162,01/12/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,37,01/12/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,80,01/12/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1270,01/12/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),15,01/12/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),35,01/12/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),4,01/12/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),32,01/12/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,124,01/12/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,01/12/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),107,01/12/2025
HABA,HABA VERDE SERRANA,11,01/12/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),5,01/12/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,7,01/12/2025
HORTALIZAS CHINAS,PACCHOY,1,01/12/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),97,01/12/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,01/12/2025
HORTALIZAS CHINAS,BROCOLI,37,01/12/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),3,01/12/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),85,01/12/2025
LIMON,LIMON CITRICO CAJON,399,01/12/2025
LIMON,LIMON CITRICO BOLSA,849,01/12/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,108,01/12/2025
NABO,NABO (CRIOLLO/SERRANO),2,01/12/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),102,01/12/2025
PAPA,PAPA BLANCA/VALLE/OTROS,479,01/12/2025
PAPA,PAPA YUNGAY,40,01/12/2025
PAPA,PAPA UNICA,41,01/12/2025
PAPA,PAPA CANCHAN,141,01/12/2025
PEPINILLO,PEPINILLO,210,01/12/2025
